sourcecommonname,year,month,day,person,avgtone,numarticles
kobieta.wp.pl,2019,12,27,Dorothy Szel,2.3809524,1
kobieta.wp.pl,2019,12,27,George Michael,0.74626863,1
kobieta.wp.pl,2019,12,27,Jaroslaw Kursk,-4.0268455,1
kobieta.wp.pl,2019,12,27,King Harald,-2.9605262,1
kobieta.wp.pl,2019,12,27,Krzysztof Ibisz,0.990099,1
kobieta.wp.pl,2019,12,27,Margaret Rozenek,8.1081085,1
kobieta.wp.pl,2019,12,27,Mart Louis,-2.9605262,1
kobieta.wp.pl,2019,12,27,Paul Malaszynski,0,1
kobieta.wp.pl,2019,12,27,Prince Harry,1.2779553,1
kobieta.wp.pl,2019,12,27,Queen Elizabeth,1.2779553,1
kobieta.wp.pl,2019,12,27,Queen Sonja,-2.9605262,1
kobieta.wp.pl,2019,12,27,Roman Polanski,-4.0268455,1
kobieta.wp.pl,2019,12,27,Wasband Louis,-2.9605262,1
kobieta.wp.pl,2019,12,27,Zbigniew Izdebski,2.4390244,1
kobieta.wp.pl,2019,12,28,Catherine Cichopek,4.249176,3
kobieta.wp.pl,2019,12,28,Honolulu Catherine Cichopek,2.3148148,1
kobieta.wp.pl,2019,12,28,Martyna Wojciechowska,4.8327136,1
kobieta.wp.pl,2019,12,28,Max Born,1.0752689,1
kobieta.wp.pl,2019,12,28,Olga Frycz,2.8481014,1
kobieta.wp.pl,2019,12,28,Prince Harry,3.6301136,3
kobieta.wp.pl,2019,12,28,Queen Elizabeth,-0.30411643,2
kobieta.wp.pl,2019,12,29,Dorothy Szel,2.3715415,1
kobieta.wp.pl,2019,12,29,Greg Krychowiak,11.439115,1
kobieta.wp.pl,2019,12,29,James Bond,11.439115,1
kobieta.wp.pl,2019,12,29,Korwin Piotrowska,-1.4925373,1
kobieta.wp.pl,2019,12,29,Natalie Siwiec,2.6666667,1
kobieta.wp.pl,2019,12,29,Prince Harry,3.2258065,1
kobieta.wp.pl,2019,12,29,Thomas Kammel,2.3809524,1
kobieta.wp.pl,2019,12,30,Agata Kulesza,7.2916665,1
kobieta.wp.pl,2019,12,30,Agata Kulesza Catherine Nosowska,7.2916665,1
kobieta.wp.pl,2019,12,30,Agnes Dygant,9.626719,1
kobieta.wp.pl,2019,12,30,Alexander Alexander,5.220605,2
kobieta.wp.pl,2019,12,30,Barry Clay,9.626719,1
kobieta.wp.pl,2019,12,30,Catherine Nosowska,7.2916665,1
kobieta.wp.pl,2019,12,30,David Wolin,9.626719,1
kobieta.wp.pl,2019,12,30,Dorota Gardias,9.626719,1
kobieta.wp.pl,2019,12,30,Ka Tatra,9.626719,1
kobieta.wp.pl,2019,12,30,Maya Bohosiewicz,5.220605,2
kobieta.wp.pl,2019,12,30,Natalia Siwiec,9.626719,1
kobieta.wp.pl,2019,12,30,November A Smith,-2.2517908,5
kobieta.wp.pl,2019,12,30,November A Smith Mart,0.95087165,1
kobieta.wp.pl,2019,12,30,Olga Bo,0.95087165,1
kobieta.wp.pl,2019,12,30,Pauline Krupi,9.626719,1
kobieta.wp.pl,2019,12,30,Robert Lewandowski,0.44843048,1
kobieta.wp.pl,2019,12,31,Agata Kulesza,7.6923075,1
kobieta.wp.pl,2019,12,31,Agata Kulesza Catherine Nosowska,7.6923075,1
kobieta.wp.pl,2019,12,31,Catherine Nosowska,7.6923075,1
kobieta.wp.pl,2019,12,31,Donald Trump,-2.0920503,1
kobieta.wp.pl,2019,12,31,Mary Magdalene,6.4935064,1
kobieta.wp.pl,2019,12,31,November A Smith,2.2885227,10
kobieta.wp.pl,2019,12,31,Prince Harry,6.8702292,1
kobieta.wp.pl,2019,12,31,Waldemar Pawlak,5.263158,1
wvtm13.com,2019,12,1,Alex Castonguay,0.57471263,1
wvtm13.com,2019,12,1,Allen Greene,2.8985507,1
wvtm13.com,2019,12,1,Andrew Constance,-4.037267,1
wvtm13.com,2019,12,1,Beth Pontari,1.9047619,1
wvtm13.com,2019,12,1,Charles Easley,-8.148149,1
wvtm13.com,2019,12,1,Chris Evans,1.6574585,1
wvtm13.com,2019,12,1,Chuck Clark,-3.7037036,1
wvtm13.com,2019,12,1,Cleveland Browns,-6.2084255,1
wvtm13.com,2019,12,1,Daniel Craig,1.6574585,1
wvtm13.com,2019,12,1,Daniel Kaluuya,1.6574585,1
wvtm13.com,2019,12,1,Decorrius Wright,-8.148149,1
wvtm13.com,2019,12,1,Derrick Brown,-0.7389163,1
wvtm13.com,2019,12,1,Gregory Diulus,-6.2084255,1
wvtm13.com,2019,12,1,Gus Malzahn,2.8985507,1
wvtm13.com,2019,12,1,Jane Doe,-3.8415365,1
wvtm13.com,2019,12,1,Jason Woosley,1.1415526,1
wvtm13.com,2019,12,1,Jatarvious Whitlow,-0.7389163,1
wvtm13.com,2019,12,1,Jaylen Waddle,-0.7389163,1
wvtm13.com,2019,12,1,Jim Tressel,-6.2084255,1
wvtm13.com,2019,12,1,Jodie Turner-Smith,1.6574585,1
wvtm13.com,2019,12,1,John Chwarzynski,-3.8415365,1
wvtm13.com,2019,12,1,Johnny Jarnagin,-1.8018018,1
wvtm13.com,2019,12,1,Joseph Bulova,-0.7389163,1
wvtm13.com,2019,12,1,Kyle Yorlets,-8.148149,1
wvtm13.com,2019,12,1,Lauren Nichols,5.194805,1
wvtm13.com,2019,12,1,Mac Jones,-0.7389163,1
wvtm13.com,2019,12,1,Martin Luther King Jr,0.49019608,1
wvtm13.com,2019,12,1,Mike Manko,-6.2084255,1
wvtm13.com,2019,12,1,Najee Harris,-0.7389163,1
wvtm13.com,2019,12,1,Pat Sullivan,2.8985507,1
wvtm13.com,2019,12,1,Patrick Joseph Pat Sullivan,2.8985507,1
wvtm13.com,2019,12,1,Peter Knudson,-3.8277595,2
wvtm13.com,2019,12,1,Pryor Pryor,-6.2084255,1
wvtm13.com,2019,12,1,Queen Elsa,1.6574585,1
wvtm13.com,2019,12,1,Robin Coleman,-0.330033,1
wvtm13.com,2019,12,1,Ronald Cyr,-6.2015505,1
wvtm13.com,2019,12,1,Ronald Westbrooks,-3.8415365,1
wvtm13.com,2019,12,1,Rosa Parks,0.49019608,1
wvtm13.com,2019,12,1,Ryan Timms,3.2786884,1
wvtm13.com,2019,12,1,Shalaya Briston,-6.2084255,1
wvtm13.com,2019,12,1,Shaun Ferguson,-5.3254437,1
wvtm13.com,2019,12,1,Shedrick Jackson,-0.7389163,1
wvtm13.com,2019,12,1,Terrelle Pryor,-6.2084255,1
wvtm13.com,2019,12,1,Theresa Maule Rossow,-3.517588,1
wvtm13.com,2019,12,1,Tua Tagovailoa,-0.7389163,1
wvtm13.com,2019,12,1,Van Buren,-6.2015505,1
wvtm13.com,2019,12,1,Waukesha Freeman,-0.330033,1
wvtm13.com,2019,12,1,Xavier Mckinney,-0.7389163,1
wvtm13.com,2019,12,1,Zakoby Mcclain,-0.7389163,1
wvtm13.com,2019,12,2,Acton Bowen,-7.984032,1
wvtm13.com,2019,12,2,Adam Schiff,-0.5982054,1
wvtm13.com,2019,12,2,Agencia Brasil Bolsonaro,-1.0141988,1
wvtm13.com,2019,12,2,Aniah Blanchard,-11.904762,1
wvtm13.com,2019,12,2,Austin Rawlings,-1.6728624,1
wvtm13.com,2019,12,2,Brandon Hughes,-11.904762,1
wvtm13.com,2019,12,2,Brinley Snyder,-6.7946825,1
wvtm13.com,2019,12,2,Charles Hood,-6.849315,1
wvtm13.com,2019,12,2,Chuck Clark,-5.9459457,1
wvtm13.com,2019,12,2,Claire Hockridge,0.921659,1
wvtm13.com,2019,12,2,Colby Rawlings,-1.6728624,1
wvtm13.com,2019,12,2,Colton Williams,-1.7191978,1
wvtm13.com,2019,12,2,Conner Snyder,-6.7946825,1
wvtm13.com,2019,12,2,Dale Dwojakowski,4.6413503,1
wvtm13.com,2019,12,2,Dante Sica,-1.0141988,1
wvtm13.com,2019,12,2,David Merrill,-1.6728624,1
wvtm13.com,2019,12,2,Debra Jones,-7.984032,1
wvtm13.com,2019,12,2,Donald Trump,-0.80620205,2
wvtm13.com,2019,12,2,Doug Collins,-0.5982054,1
wvtm13.com,2019,12,2,Doug Jone,-4.7858944,1
wvtm13.com,2019,12,2,Doug Jones,-11.4754095,1
wvtm13.com,2019,12,2,Garry Mccarthy,-1.9704434,1
wvtm13.com,2019,12,2,Genbaku Dome,-4.1522493,1
wvtm13.com,2019,12,2,Ibraheem Yazeed,-11.904762,1
wvtm13.com,2019,12,2,Jair Bolsonaro,-1.0141988,1
wvtm13.com,2019,12,2,Jason Mcintosh,-5.9459457,1
wvtm13.com,2019,12,2,Jerrold Nadler,-0.5982054,1
wvtm13.com,2019,12,2,Jesus Christ,-1.6728624,1
wvtm13.com,2019,12,2,Jim Hansen,0.4347826,1
wvtm13.com,2019,12,2,John Merrill,-4.7858944,1
wvtm13.com,2019,12,2,John Swygert,0.5263158,1
wvtm13.com,2019,12,2,John Williams,-11.4754095,1
wvtm13.com,2019,12,2,Jorge Faurie,-1.0141988,1
wvtm13.com,2019,12,2,Justice Anthony Kennedy,-1.6369047,1
wvtm13.com,2019,12,2,Justice Brett Kavanaugh,-1.6369047,1
wvtm13.com,2019,12,2,Justice Clarence Thomas,-1.6369047,1
wvtm13.com,2019,12,2,Justice Neil Gorsuch,-1.6369047,1
wvtm13.com,2019,12,2,Karen Walker,4.010025,1
wvtm13.com,2019,12,2,Kay Ivey,-0.75757575,1
wvtm13.com,2019,12,2,Kirk Hansen,0.4347826,1
wvtm13.com,2019,12,2,Lacey Rawlings,-1.6728624,1
wvtm13.com,2019,12,2,Laquan Mcdonald,-1.9704434,1
wvtm13.com,2019,12,2,Lisa Snyder,-6.7946825,1
wvtm13.com,2019,12,2,Lori Dewaal,4.010025,1
wvtm13.com,2019,12,2,Lori Lightfoot,-1.9704434,1
wvtm13.com,2019,12,2,Los Angeles,4.010025,1
wvtm13.com,2019,12,2,Mark Butler,0.5263158,1
wvtm13.com,2019,12,2,Megan Louisa Montgomery,-5.9459457,1
wvtm13.com,2019,12,2,Megan Montgomery,-5.9459457,1
wvtm13.com,2019,12,2,Megan Mullally,4.010025,1
wvtm13.com,2019,12,2,Mike Wood,-2.097902,1
wvtm13.com,2019,12,2,Nathan Sherwood,-1.6728624,1
wvtm13.com,2019,12,2,Nikolai Androsov,1.1574074,1
wvtm13.com,2019,12,2,Pat Cipollone,-0.5982054,1
wvtm13.com,2019,12,2,Paul Clement,-1.6369047,1
wvtm13.com,2019,12,2,Phu Tran,0.921659,1
wvtm13.com,2019,12,2,Rahm Emanuel,-1.9704434,1
wvtm13.com,2019,12,2,Richard Zannino,0.5263158,1
wvtm13.com,2019,12,2,Roch Marc Christian Kabore,-9.62963,1
wvtm13.com,2019,12,2,Rosa Parks,-0.75757575,1
wvtm13.com,2019,12,2,Russell Jack,-8.484848,1
wvtm13.com,2019,12,2,Sally Field,4.010025,1
wvtm13.com,2019,12,2,Sara Campbell,4.6413503,1
wvtm13.com,2019,12,2,Sarah Killian,-7.984032,1
wvtm13.com,2019,12,2,Sean Benedict,-1.6728624,1
wvtm13.com,2019,12,2,Sergei Fyodorov,1.1574074,1
wvtm13.com,2019,12,2,Shelley Morrison,4.010025,1
wvtm13.com,2019,12,2,Steven Mnuchin,-1.0141988,1
wvtm13.com,2019,12,2,Steven Reed,-0.75757575,1
wvtm13.com,2019,12,2,Todd Gray,-8.484848,1
wvtm13.com,2019,12,2,Tom Mcclintock,-0.5982054,1
wvtm13.com,2019,12,2,Tommy Spina,-5.9459457,1
wvtm13.com,2019,12,2,Val Demings,-0.5982054,1
wvtm13.com,2019,12,2,Vince Furtick,-1.7191978,1
wvtm13.com,2019,12,2,Virgil Dodd,-1.6728624,1
wvtm13.com,2019,12,2,Virginia Williams,-1.7191978,1
wvtm13.com,2019,12,2,Volodymyr Zelenskiy,-0.5982054,1
wvtm13.com,2019,12,2,Walter Dominguez,4.010025,1
wvtm13.com,2019,12,2,Wenhan Huang,-1.2944983,1
wvtm13.com,2019,12,2,Wilbur Ross,-1.0141988,1
wvtm13.com,2019,12,2,Willa Rawlings,-1.6728624,1
wvtm13.com,2019,12,2,Zeke Campbell,4.6413503,1
wvtm13.com,2019,12,3,Abu Abdallah Al Muhajir,-6.007067,1
wvtm13.com,2019,12,3,Abu Anwar Al Muhajir,-6.007067,1
wvtm13.com,2019,12,3,Adam Schiff,-4.8090525,1
wvtm13.com,2019,12,3,Adam Sexton,0,1
wvtm13.com,2019,12,3,Ahmed Gurey,-6.007067,1
wvtm13.com,2019,12,3,Al-Shabaab Mostafa,-6.007067,1
wvtm13.com,2019,12,3,Alexander Hamilton,-4.8090525,1
wvtm13.com,2019,12,3,Amanda Chaffin,-1.4150944,1
wvtm13.com,2019,12,3,Anthony Knuth,-3.988036,1
wvtm13.com,2019,12,3,Charlotte Ahlf,-3.5928144,1
wvtm13.com,2019,12,3,Clark Parrott,-1.8726592,1
wvtm13.com,2019,12,3,David Harbour,-1.6835017,1
wvtm13.com,2019,12,3,Deputy Brian Ishmael,-0.73917633,1
wvtm13.com,2019,12,3,Deputy Ishmael,-0.73917633,1
wvtm13.com,2019,12,3,Devin Nunes,-4.8090525,1
wvtm13.com,2019,12,3,Donald Trump,-2.3627515,3
wvtm13.com,2019,12,3,Doug Collins,-4.8090525,1
wvtm13.com,2019,12,3,Duncan Hunter,-7.3170733,1
wvtm13.com,2019,12,3,Eric Tucker,-4.8090525,1
wvtm13.com,2019,12,3,Farrell Hirsch,-4.6831956,1
wvtm13.com,2019,12,3,Florence Pugh,-1.6835017,1
wvtm13.com,2019,12,3,Frank Siller,-0.73917633,1
wvtm13.com,2019,12,3,George Washington,-4.8090525,1
wvtm13.com,2019,12,3,Ginny Kavvadias,0.8,1
wvtm13.com,2019,12,3,Glenda Webb,-3.5714285,1
wvtm13.com,2019,12,3,Ivanka Trump,-0.5504587,1
wvtm13.com,2019,12,3,Jacob Luttrull,-1.8726592,1
wvtm13.com,2019,12,3,James Looney,-8.091287,1
wvtm13.com,2019,12,3,Jason Yount,-1.8726592,1
wvtm13.com,2019,12,3,Jehad Serwan Mostafa,-6.007067,1
wvtm13.com,2019,12,3,Jens Stoltenberg,-2.2792022,1
wvtm13.com,2019,12,3,Jerrold Nadler,-4.8090525,1
wvtm13.com,2019,12,3,Jill Colvin,-4.8090525,1
wvtm13.com,2019,12,3,Jim Jordan,-4.8090525,1
wvtm13.com,2019,12,3,Jimmy Carter,-1.4457831,1
wvtm13.com,2019,12,3,Joe Biden,-3.5441272,2
wvtm13.com,2019,12,3,Joe Sestak,0,1
wvtm13.com,2019,12,3,Jon Paepcke,-8.091287,1
wvtm13.com,2019,12,3,Joshua Lancaster,-0.75,1
wvtm13.com,2019,12,3,Kendra Gagnon,-1.4705882,1
wvtm13.com,2019,12,3,Lena Bedford,0.8,1
wvtm13.com,2019,12,3,Margaret Hunter,-7.3170733,1
wvtm13.com,2019,12,3,Matt Tait,-3.6111112,1
wvtm13.com,2019,12,3,Melina Vostokoff,-1.6835017,1
wvtm13.com,2019,12,3,Michael Fitzsimmons,0.8,1
wvtm13.com,2019,12,3,Mike Bridavsky,2.0547945,1
wvtm13.com,2019,12,3,Nancy Pelosi,-4.8090525,1
wvtm13.com,2019,12,3,Natasha Romanoff,-1.6835017,1
wvtm13.com,2019,12,3,Neil Levesque,0,1
wvtm13.com,2019,12,3,Pat Cipollone,-4.8090525,1
wvtm13.com,2019,12,3,Phillip Halpern,-7.3170733,1
wvtm13.com,2019,12,3,Rachel Weisz,-1.6835017,1
wvtm13.com,2019,12,3,Robert Brewer,-6.007067,1
wvtm13.com,2019,12,3,Robert Lighthizer,-2.2792022,1
wvtm13.com,2019,12,3,Robert Mueller,-4.8090525,1
wvtm13.com,2019,12,3,Rosalynn Carter,-1.4457831,1
wvtm13.com,2019,12,3,Rudy Giuliani,-4.8090525,1
wvtm13.com,2019,12,3,Samantha Spangler,-1.4705882,1
wvtm13.com,2019,12,3,Scarlett Johansson,-1.6835017,1
wvtm13.com,2019,12,3,Serwan Mostafa,-6.007067,1
wvtm13.com,2019,12,3,Stephanie Grisham,-4.8090525,1
wvtm13.com,2019,12,3,Steve Bullock,0,1
wvtm13.com,2019,12,3,Toyota Corolla,-4.43038,1
wvtm13.com,2019,12,3,Van Amstel,-0.75,1
wvtm13.com,2019,12,3,Venessa Morales,-4.7619047,1
wvtm13.com,2019,12,3,Volodymyr Zelenskiy,-3.5441272,2
wvtm13.com,2019,12,3,Yelena Belova,-1.6835017,1
wvtm13.com,2019,12,3,Zeke Miller,-4.8090525,1
wvtm13.com,2019,12,4,Adam Schiff,-5.950541,1
wvtm13.com,2019,12,4,Anna Faris,3.3271718,1
wvtm13.com,2019,12,4,Anna Faris Annakfaris,3.3271718,1
wvtm13.com,2019,12,4,Barack Obama,0.25740024,1
wvtm13.com,2019,12,4,Ben Whishaw,0.25316456,1
wvtm13.com,2019,12,4,Bernie Sanders,0.25740024,1
wvtm13.com,2019,12,4,Bernie Sanders Harris,0.25740024,1
wvtm13.com,2019,12,4,Birmingham Southside,3.5714285,1
wvtm13.com,2019,12,4,Black Hawk,0.74626863,1
wvtm13.com,2019,12,4,Bob Hope,4.608295,1
wvtm13.com,2019,12,4,Bob Iger,4.608295,1
wvtm13.com,2019,12,4,Bob Stoops,-3.3492823,1
wvtm13.com,2019,12,4,Brandon Caruthers,-4.7297297,1
wvtm13.com,2019,12,4,Brandon Lipps,-0.5813953,1
wvtm13.com,2019,12,4,Brett Jacobson,4.2253523,1
wvtm13.com,2019,12,4,Calvin Howse,-4.7297297,1
wvtm13.com,2019,12,4,Cary Fukunaga,0.25316456,1
wvtm13.com,2019,12,4,Charles Easley,-4.7297297,1
wvtm13.com,2019,12,4,Christoph Waltz,0.25316456,1
wvtm13.com,2019,12,4,Cicely Tyson,4.608295,1
wvtm13.com,2019,12,4,Daniel Craig James,0.25316456,1
wvtm13.com,2019,12,4,Danielle Cobo,0.74626863,1
wvtm13.com,2019,12,4,Dave Willard,-1.32626,1
wvtm13.com,2019,12,4,David Willard,-1.32626,1
wvtm13.com,2019,12,4,Debbie Miewelski,-0.20746888,1
wvtm13.com,2019,12,4,Decorrius Wright,-4.7297297,1
wvtm13.com,2019,12,4,Devin Nunes,-5.950541,1
wvtm13.com,2019,12,4,Donald Trump,-2.9738555,4
wvtm13.com,2019,12,4,Duyeon Kim,-0.4854369,1
wvtm13.com,2019,12,4,Dwquawm Roberson,-9.009009,1
wvtm13.com,2019,12,4,Elizabeth Warren,0.25740024,1
wvtm13.com,2019,12,4,Eric Mccracken,-7.746479,1
wvtm13.com,2019,12,4,Eric Tucker,-5.950541,1
wvtm13.com,2019,12,4,Felix Leiter,0.25316456,1
wvtm13.com,2019,12,4,Frank Scherma,4.608295,1
wvtm13.com,2019,12,4,Geraldine Laybourne,4.608295,1
wvtm13.com,2019,12,4,Gregg Edgar,4.2253523,1
wvtm13.com,2019,12,4,Ian Olson,-0.20746888,1
wvtm13.com,2019,12,4,James Bond,0.25316456,1
wvtm13.com,2019,12,4,Jane Pittman,4.608295,1
wvtm13.com,2019,12,4,Jay Sandrich,4.608295,1
wvtm13.com,2019,12,4,Jeff Sperring,-6.4575644,1
wvtm13.com,2019,12,4,Jeffrey Wright,0.25316456,1
wvtm13.com,2019,12,4,Jerrold Nadler,-5.950541,1
wvtm13.com,2019,12,4,Jessica Renee Blackwell,-3.6713288,1
wvtm13.com,2019,12,4,Jill Colvin,-5.950541,1
wvtm13.com,2019,12,4,Jillian Pikora,-0.23923445,1
wvtm13.com,2019,12,4,Joe Biden,-5.950541,1
wvtm13.com,2019,12,4,John Gilliland,4.2253523,1
wvtm13.com,2019,12,4,John Williams,-15.053763,1
wvtm13.com,2019,12,4,Jonathan Turley,-5.950541,1
wvtm13.com,2019,12,4,Jurnee Farrell,1.607717,1
wvtm13.com,2019,12,4,Kamala Harris,0.25740024,1
wvtm13.com,2019,12,4,Keith Mccracken,-7.746479,1
wvtm13.com,2019,12,4,Keith Ray Mccracken,-7.746479,1
wvtm13.com,2019,12,4,Kelly Clarkson,4.137931,1
wvtm13.com,2019,12,4,Kevin Mccarthy,-5.950541,1
wvtm13.com,2019,12,4,Kyle Yorlets,-4.7297297,1
wvtm13.com,2019,12,4,Larry Hogan,-10.948905,1
wvtm13.com,2019,12,4,Los Angeles,1.5598515,2
wvtm13.com,2019,12,4,Lucille Ball,4.608295,1
wvtm13.com,2019,12,4,Madeleine Swann,0.25316456,1
wvtm13.com,2019,12,4,Madeleine Swann Lea Seydoux,0.25316456,1
wvtm13.com,2019,12,4,Marco Rubio,-4.878049,1
wvtm13.com,2019,12,4,Marian Mckay Rosato,3.5714285,1
wvtm13.com,2019,12,4,Marilyn Mosby,-10.948905,1
wvtm13.com,2019,12,4,Mary Tyler Moore,4.608295,1
wvtm13.com,2019,12,4,Michael Colin Mitchell,-9.178744,1
wvtm13.com,2019,12,4,Michael Gerhardt,-5.950541,1
wvtm13.com,2019,12,4,Michael Madden,-0.4854369,1
wvtm13.com,2019,12,4,Mount Paektu,-0.4854369,1
wvtm13.com,2019,12,4,Nancy Pelosi,-5.950541,1
wvtm13.com,2019,12,4,Pat Cipollone,-5.950541,1
wvtm13.com,2019,12,4,Pete Buttigieg,0.25740024,1
wvtm13.com,2019,12,4,Ralph Fiennes,0.25316456,1
wvtm13.com,2019,12,4,Rami Malek,0.25316456,1
wvtm13.com,2019,12,4,Randall Woodfin,2.201258,1
wvtm13.com,2019,12,4,Robert Green,-10.948905,1
wvtm13.com,2019,12,4,Robert Mueller,-5.950541,1
wvtm13.com,2019,12,4,Rochelle Steffen,0.6849315,1
wvtm13.com,2019,12,4,Ron Howard,4.608295,1
wvtm13.com,2019,12,4,Rory Kinnear,0.25316456,1
wvtm13.com,2019,12,4,Rudy Giuliani,-5.950541,1
wvtm13.com,2019,12,4,Seth Macfarlane,4.608295,1
wvtm13.com,2019,12,4,Shaun Kupferberg,1.607717,1
wvtm13.com,2019,12,4,Shonda Rhimes,4.608295,1
wvtm13.com,2019,12,4,Sonny Perdue,-0.5813953,1
wvtm13.com,2019,12,4,Stephanie Grisham,-5.950541,1
wvtm13.com,2019,12,4,Steve Wadlington,-9.178744,1
wvtm13.com,2019,12,4,Tim Morse,-7.746479,1
wvtm13.com,2019,12,4,Toby Keith,-3.3492823,1
wvtm13.com,2019,12,4,Volodymyr Zelenskiy,-5.950541,1
wvtm13.com,2019,12,4,Walter Cronkite,4.608295,1
wvtm13.com,2019,12,4,William Johnson,-15.053763,1
wvtm13.com,2019,12,4,Willy Sanjuan Invision,3.3271718,1
wvtm13.com,2019,12,4,Zeke Miller,-5.950541,1
wvtm13.com,2019,12,5,Adam Lambert,-1.0050251,1
wvtm13.com,2019,12,5,Adam Sanders,3.5947711,1
wvtm13.com,2019,12,5,Adam Schiff,-4.676259,1
wvtm13.com,2019,12,5,Adam Sexton,-3.058104,1
wvtm13.com,2019,12,5,Adolph Szitar,3.2562125,1
wvtm13.com,2019,12,5,Akitoshi Okamoto,-7.0588236,1
wvtm13.com,2019,12,5,Alan Fram,-4.676259,1
wvtm13.com,2019,12,5,Algernon Tennyson,5.3097343,1
wvtm13.com,2019,12,5,Amelia Wren Felicity Jones,-1.0050251,1
wvtm13.com,2019,12,5,Andrew Kapusinski,3.2562125,1
wvtm13.com,2019,12,5,Andrew Taylor,-4.676259,1
wvtm13.com,2019,12,5,Andy Warhol,-1.0050251,1
wvtm13.com,2019,12,5,Aniah Blanchard,-9.146595,2
wvtm13.com,2019,12,5,Ann Dilger,3.2562125,1
wvtm13.com,2019,12,5,Arnold Schwarzenegger,-1.0050251,1
wvtm13.com,2019,12,5,Barbara Rickard,3.2562125,1
wvtm13.com,2019,12,5,Barbara Walters,3.2562125,1
wvtm13.com,2019,12,5,Birmingham Birmingham,-4.2253523,1
wvtm13.com,2019,12,5,Birmingham Zoodecember,3.1161473,1
wvtm13.com,2019,12,5,Brandon Hughes,-6.6860466,1
wvtm13.com,2019,12,5,Bromberg Christmas,3.1161473,1
wvtm13.com,2019,12,5,Caitlin Friedman,3.5947711,1
wvtm13.com,2019,12,5,Cathy Thomson,3.2562125,1
wvtm13.com,2019,12,5,Christmas Paradedecember,3.1161473,1
wvtm13.com,2019,12,5,Colin Kaepernick,0.8797654,1
wvtm13.com,2019,12,5,Dan Sigafoos,3.2562125,1
wvtm13.com,2019,12,5,Daniel Schwarzenegger,-1.0050251,1
wvtm13.com,2019,12,5,Deanna Congileo,-2.4271846,1
wvtm13.com,2019,12,5,Debra Keller,3.2562125,1
wvtm13.com,2019,12,5,Donald Trump,-4.2813454,1
wvtm13.com,2019,12,5,Doug Collins,-4.676259,1
wvtm13.com,2019,12,5,Ed Bailey,3.2562125,1
wvtm13.com,2019,12,5,Emily Elizabeth,3.5947711,1
wvtm13.com,2019,12,5,Eric Tucker,-4.676259,1
wvtm13.com,2019,12,5,Felipe Gallegos,-2.189781,1
wvtm13.com,2019,12,5,Flickr Traceyhuggins,3.2562125,1
wvtm13.com,2019,12,5,Frances Katkauskas,3.2562125,1
wvtm13.com,2019,12,5,George Orwell,3.2562125,1
wvtm13.com,2019,12,5,George Young,3.2562125,1
wvtm13.com,2019,12,5,Gloria Raquet,3.2562125,1
wvtm13.com,2019,12,5,Graig Eichler,3.2562125,1
wvtm13.com,2019,12,5,Hannah Levinson,3.5947711,1
wvtm13.com,2019,12,5,Hayden Mayberry,-5.828221,1
wvtm13.com,2019,12,5,Ibraheem Yazeed,-9.146595,2
wvtm13.com,2019,12,5,Jake Erwin,-8.370044,1
wvtm13.com,2019,12,5,James Frey,-1.0050251,1
wvtm13.com,2019,12,5,James Glaisher Eddie Redmayne,-1.0050251,1
wvtm13.com,2019,12,5,Jason Bragg Mcintosh,-4.2253523,1
wvtm13.com,2019,12,5,Jason Mcintosh,-4.2253523,1
wvtm13.com,2019,12,5,Jay Sekulow,-4.2813454,1
wvtm13.com,2019,12,5,Jerrold Nadler,-4.676259,1
wvtm13.com,2019,12,5,Jimmy Carter,-2.4271846,1
wvtm13.com,2019,12,5,Joe Biden,-4.676259,1
wvtm13.com,2019,12,5,John Cleese,3.5947711,1
wvtm13.com,2019,12,5,John Gavallas,-7.4074073,1
wvtm13.com,2019,12,5,John Meyers,3.2562125,1
wvtm13.com,2019,12,5,John Ritter,3.5947711,1
wvtm13.com,2019,12,5,John Ritter Clifford,3.5947711,1
wvtm13.com,2019,12,5,Johnny Messner,-1.0050251,1
wvtm13.com,2019,12,5,Johnny Williams,-9.014085,1
wvtm13.com,2019,12,5,Jon Tenney,-1.0050251,1
wvtm13.com,2019,12,5,Jonathan Evans,5.3097343,1
wvtm13.com,2019,12,5,Jonathan Turley,-4.676259,1
wvtm13.com,2019,12,5,Joseph Balku,3.2562125,1
wvtm13.com,2019,12,5,Judy Rivnyak,3.2562125,1
wvtm13.com,2019,12,5,June Naomi Watts,-1.0050251,1
wvtm13.com,2019,12,5,Justin Matthews,2.1276596,1
wvtm13.com,2019,12,5,Kadee Strickland,-1.0050251,1
wvtm13.com,2019,12,5,Kamala Harris,-3.058104,1
wvtm13.com,2019,12,5,Kanye West,5.3097343,1
wvtm13.com,2019,12,5,Kate Upton,-6.1007957,1
wvtm13.com,2019,12,5,Kay Ivey,-4.8076925,1
wvtm13.com,2019,12,5,Kenan Thompson,-1.0050251,1
wvtm13.com,2019,12,5,Laura Bush,3.2562125,1
wvtm13.com,2019,12,5,Lesli Rotenberg,3.5947711,1
wvtm13.com,2019,12,5,Little Joe,-1.0050251,1
wvtm13.com,2019,12,5,Liza Minnelli,3.2562125,1
wvtm13.com,2019,12,5,Luke Benward,-1.0050251,1
wvtm13.com,2019,12,5,Madison Nicky Whelan,-1.0050251,1
wvtm13.com,2019,12,5,Maria Corti,3.2562125,1
