actor1countrycode,actor2countrycode,year,month,day,avgtone,numarticles
FRA,ARM,2019,12,9,0,2
FRA,ARM,2019,12,12,0,1
FRA,ARM,2019,12,23,-1,1
FRA,ARM,2019,12,25,6,1
FRA,ARM,2019,12,27,3,1
FRA,ARM,2019,12,28,-6,2
FRA,ARM,2019,12,31,2,1
JPN,MDG,2019,12,19,0,1
JPN,MDG,2019,12,23,2,2
JPN,MDG,2019,12,24,2,1
JPN,MDG,2019,12,27,6,1
PAK,ARE,2019,11,2,1,2
PAK,ARE,2019,11,3,2,4
PAK,ARE,2019,12,2,-4,1
PAK,ARE,2019,12,3,-2,1
PAK,ARE,2019,12,4,-4,1
PAK,ARE,2019,12,5,-2,1
PAK,ARE,2019,12,6,3,1
PAK,ARE,2019,12,8,-1,1
PAK,ARE,2019,12,9,2,3
PAK,ARE,2019,12,10,-9,2
PAK,ARE,2019,12,11,0,1
PAK,ARE,2019,12,12,2,1
PAK,ARE,2019,12,13,-1,1
PAK,ARE,2019,12,14,8,1
PAK,ARE,2019,12,15,4,1
PAK,ARE,2019,12,16,-5,1
PAK,ARE,2019,12,17,-6,1
PAK,ARE,2019,12,18,-8,5
PAK,ARE,2019,12,19,-11,1
PAK,ARE,2019,12,20,-6,1
PAK,ARE,2019,12,21,-3,3
PAK,ARE,2019,12,22,-4,1
PAK,ARE,2019,12,23,-12,1
PAK,ARE,2019,12,26,-4,1
PAK,ARE,2019,12,27,-3,1
PAK,ARE,2019,12,28,3,1
PAK,ARE,2019,12,29,-4,1
PAK,ARE,2019,12,31,8,2
VEN,HND,2019,12,30,-1,1
VEN,HND,2019,12,31,-1,2
EGY,GIN,2019,12,23,4,2
USA,MKD,2018,12,4,-1,3
USA,MKD,2019,12,2,-1,1
USA,MKD,2019,12,3,3,1
USA,MKD,2019,12,5,0,1
USA,MKD,2019,12,8,1,3
USA,MKD,2019,12,10,6,1
USA,MKD,2019,12,13,-3,1
USA,MKD,2019,12,14,6,1
USA,MKD,2019,12,15,4,2
USA,MKD,2019,12,16,5,4
USA,MKD,2019,12,18,0,2
USA,MKD,2019,12,25,-2,1
USA,MKD,2019,12,27,3,1
FIN,USA,2019,11,27,-4,1
FIN,USA,2019,12,1,0,1
FIN,USA,2019,12,3,2,5
FIN,USA,2019,12,4,0,1
FIN,USA,2019,12,5,-1,1
FIN,USA,2019,12,6,0,1
FIN,USA,2019,12,7,0,1
FIN,USA,2019,12,8,5,1
FIN,USA,2019,12,9,-1,1
FIN,USA,2019,12,10,2,2
FIN,USA,2019,12,11,3,4
FIN,USA,2019,12,12,3,1
FIN,USA,2019,12,13,2,8
FIN,USA,2019,12,14,2,4
FIN,USA,2019,12,15,0,1
FIN,USA,2019,12,16,3,1
FIN,USA,2019,12,17,0,1
FIN,USA,2019,12,18,0,1
FIN,USA,2019,12,19,-5,1
FIN,USA,2019,12,20,3,2
FIN,USA,2019,12,21,-1,1
FIN,USA,2019,12,22,-2,1
FIN,USA,2019,12,23,1,1
FIN,USA,2019,12,24,1,1
FIN,USA,2019,12,26,0,1
FIN,USA,2019,12,27,-6,1
FIN,USA,2019,12,28,-2,1
FIN,USA,2019,12,29,-4,1
FIN,USA,2019,12,30,0,1
FIN,USA,2019,12,31,0,1
CHE,ZWE,2019,12,20,-4,1
CHE,ZWE,2019,12,21,-4,1
VEN,EGY,2019,12,1,-2,1
VEN,EGY,2019,12,10,0,1
VEN,EGY,2019,12,16,0,1
TUN,ZMB,2019,12,3,0,2
EUR,TUN,2019,12,4,0,1
EUR,TUN,2019,12,11,1,2
EUR,TUN,2019,12,12,-1,1
EUR,TUN,2019,12,13,3,1
EUR,TUN,2019,12,16,-4,1
EUR,TUN,2019,12,19,2,1
EUR,TUN,2019,12,20,-3,1
EUR,TUN,2019,12,26,-2,2
EUR,TUN,2019,12,30,4,1
SYR,FRA,2018,12,29,-6,5
SYR,FRA,2018,12,30,-7,1
SYR,FRA,2018,12,31,-5,1
SYR,FRA,2019,11,10,-3,1
SYR,FRA,2019,11,14,-4,1
SYR,FRA,2019,12,1,0,1
SYR,FRA,2019,12,2,-8,1
SYR,FRA,2019,12,3,2,1
SYR,FRA,2019,12,4,0,1
SYR,FRA,2019,12,5,-2,1
SYR,FRA,2019,12,6,-2,3
SYR,FRA,2019,12,7,-2,1
SYR,FRA,2019,12,8,-2,1
SYR,FRA,2019,12,9,-1,1
SYR,FRA,2019,12,10,-3,1
SYR,FRA,2019,12,11,-2,1
SYR,FRA,2019,12,12,-6,2
SYR,FRA,2019,12,13,-5,1
SYR,FRA,2019,12,14,0,2
SYR,FRA,2019,12,15,-2,1
SYR,FRA,2019,12,16,-4,1
SYR,FRA,2019,12,17,-4,4
SYR,FRA,2019,12,18,-8,1
SYR,FRA,2019,12,20,-3,2
SYR,FRA,2019,12,21,-1,1
SYR,FRA,2019,12,22,-1,2
SYR,FRA,2019,12,23,-2,1
SYR,FRA,2019,12,24,-3,1
SYR,FRA,2019,12,25,-7,1
SYR,FRA,2019,12,26,-7,2
SYR,FRA,2019,12,27,-4,1
SYR,FRA,2019,12,28,-6,1
SYR,FRA,2019,12,29,-6,1
SYR,FRA,2019,12,30,-5,1
SYR,FRA,2019,12,31,-5,1
IRN,CAN,2018,12,3,-5,23
IRN,CAN,2018,12,31,-2,1
IRN,CAN,2019,11,10,2,1
IRN,CAN,2019,12,2,-4,5
IRN,CAN,2019,12,3,-5,2
IRN,CAN,2019,12,4,-5,1
IRN,CAN,2019,12,10,-1,1
IRN,CAN,2019,12,11,-3,1
IRN,CAN,2019,12,13,0,1
IRN,CAN,2019,12,16,0,1
IRN,CAN,2019,12,17,9,1
IRN,CAN,2019,12,18,-6,1
IRN,CAN,2019,12,19,-1,1
IRN,CAN,2019,12,20,-2,1
IRN,CAN,2019,12,21,3,6
IRN,CAN,2019,12,22,-4,1
IRN,CAN,2019,12,26,-8,1
IRN,CAN,2019,12,27,-3,1
IRN,CAN,2019,12,30,-7,1
DEU,BHS,2019,12,12,-3,1
LBY,VAT,2019,12,19,-8,5
LBY,VAT,2019,12,21,-8,1
ALB,QAT,2019,12,2,-4,2
PAK,BGR,2019,12,9,-7,1
MYS,JPN,2018,12,3,0,1
MYS,JPN,2018,12,23,2,2
MYS,JPN,2019,12,1,2,1
MYS,JPN,2019,12,2,1,2
MYS,JPN,2019,12,3,0,1
MYS,JPN,2019,12,4,1,1
MYS,JPN,2019,12,5,0,1
MYS,JPN,2019,12,6,3,1
MYS,JPN,2019,12,7,0,1
MYS,JPN,2019,12,8,-1,2
MYS,JPN,2019,12,10,0,1
MYS,JPN,2019,12,11,5,1
MYS,JPN,2019,12,12,0,1
MYS,JPN,2019,12,13,0,1
MYS,JPN,2019,12,14,0,1
MYS,JPN,2019,12,15,-1,2
MYS,JPN,2019,12,16,2,1
MYS,JPN,2019,12,17,-2,2
MYS,JPN,2019,12,18,0,2
MYS,JPN,2019,12,19,-1,1
MYS,JPN,2019,12,20,2,1
MYS,JPN,2019,12,21,-4,1
MYS,JPN,2019,12,23,-3,1
MYS,JPN,2019,12,24,-4,1
MYS,JPN,2019,12,25,0,1
MYS,JPN,2019,12,26,-2,1
MYS,JPN,2019,12,28,0,1
MYS,JPN,2019,12,29,-11,1
MYS,JPN,2019,12,30,-3,1
MYS,JPN,2019,12,31,3,1
EUR,NZL,2019,12,3,-6,1
EUR,NZL,2019,12,4,2,1
EUR,NZL,2019,12,5,-10,2
EUR,NZL,2019,12,6,0,1
EUR,NZL,2019,12,9,0,1
EUR,NZL,2019,12,10,2,1
EUR,NZL,2019,12,11,8,1
EUR,NZL,2019,12,13,0,1
EUR,NZL,2019,12,15,0,2
EUR,NZL,2019,12,16,-1,1
EUR,NZL,2019,12,17,1,1
EUR,NZL,2019,12,18,6,1
EUR,NZL,2019,12,27,1,1
EUR,NZL,2019,12,29,-2,3
CUB,VEN,2019,12,2,-2,3
CUB,VEN,2019,12,3,-4,1
CUB,VEN,2019,12,4,-6,1
CUB,VEN,2019,12,5,-6,2
CUB,VEN,2019,12,6,0,1
CUB,VEN,2019,12,7,-5,2
CUB,VEN,2019,12,8,0,1
CUB,VEN,2019,12,9,-5,1
CUB,VEN,2019,12,10,-4,1
CUB,VEN,2019,12,11,-2,1
CUB,VEN,2019,12,12,-11,1
CUB,VEN,2019,12,13,1,1
CUB,VEN,2019,12,14,-7,1
CUB,VEN,2019,12,15,-2,8
CUB,VEN,2019,12,16,0,1
CUB,VEN,2019,12,17,1,1
CUB,VEN,2019,12,18,-2,1
CUB,VEN,2019,12,19,-3,1
CUB,VEN,2019,12,20,-2,1
CUB,VEN,2019,12,21,-1,1
CUB,VEN,2019,12,22,-5,3
CUB,VEN,2019,12,23,-4,1
CUB,VEN,2019,12,26,-3,2
CUB,VEN,2019,12,27,-4,1
CUB,VEN,2019,12,28,-4,1
CUB,VEN,2019,12,29,-3,1
CUB,VEN,2019,12,30,-2,2
CUB,VEN,2019,12,31,-1,2
CAN,LUX,2019,12,13,-1,1
CAN,LUX,2019,12,18,-3,1
CAN,LUX,2019,12,20,-1,1
ARG,BHS,2019,12,18,3,1
OMN,KAZ,2019,12,9,4,1
OMN,KAZ,2019,12,10,6,1
BRN,PHL,2019,12,1,-1,1
BRN,PHL,2019,12,6,1,1
BRN,PHL,2019,12,7,-4,1
BRN,PHL,2019,12,13,1,1
BRN,PHL,2019,12,20,2,2
BRN,PHL,2019,12,26,0,1
UGA,HTI,2019,12,3,0,1
UGA,HTI,2019,12,16,0,1
VEN,MUS,2019,12,11,-1,1
VEN,MUS,2019,12,13,0,1
VEN,MUS,2019,12,14,-1,2
WST,NOR,2018,12,3,-1,18
WST,NOR,2018,12,5,-4,1
WST,NOR,2018,12,19,0,1
WST,NOR,2019,11,3,-1,1
WST,NOR,2019,11,4,-3,1
WST,NOR,2019,11,8,-1,1
WST,NOR,2019,11,9,-1,1
WST,NOR,2019,11,25,-3,2
WST,NOR,2019,12,1,3,2
WST,NOR,2019,12,2,0,1
WST,NOR,2019,12,3,-1,1
WST,NOR,2019,12,4,-2,1
WST,NOR,2019,12,5,5,1
WST,NOR,2019,12,6,-3,1
WST,NOR,2019,12,7,2,1
WST,NOR,2019,12,8,-3,2
WST,NOR,2019,12,9,0,1
WST,NOR,2019,12,10,-3,1
WST,NOR,2019,12,11,-3,1
WST,NOR,2019,12,12,0,1
WST,NOR,2019,12,13,-3,1
WST,NOR,2019,12,16,2,1
WST,NOR,2019,12,17,0,2
WST,NOR,2019,12,20,3,1
WST,NOR,2019,12,22,2,1
WST,NOR,2019,12,24,4,1
